OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,FDID,FRST_MBRS,EMS_MBRS,TOTALPERS,NUMTRKS,NUMABUL,TOTAL_VEHI,NBR_STA,OWNER,LEVEL,TYPE,SPECIALTY,EMSLICENSE,EMERPHONE,EMS,PERM_ID,GNIS_ID,GlobalID,x2,y2
234,10462287,UNCLASSIFIED,PORTLAND FIRE AND RESCUE STATION 2 - PARKROSE/PORTLAND AIRPORT,503-823-3700,4800 NORTHEAST 122ND AVENUE,PARKROSE/PORTLAND AIRPORT,PORTLAND,OR,97230,1001,MULTNOMAH,41051,LOCATED ON THE NORTHEAST CORNER OF NORTHEAST 122ND BOULEVARD AND NORTHEAST SANDY BOULEVARD., , , ,5/13/2008 12:00:00 AM,PHONE,5/30/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,124508772,-122.5369398,45.55767,NAVTEQ,2007Q2,ONENTITY,NO,TGS,MULT_FIR35A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,d6657511-afdf-4155-872e-9780572659d7,-13640751.7929,5709747.137
235,10462286,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 67 - FARMINGTON ROAD,503-649-8577,13810 SOUTHWEST FARMINGTON ROAD, ,BEAVERTON,OR,97005,2510,WASHINGTON,41067,SOUTH SIDE OF SW FARMINGTON RD BETWEEN SW 138TH CT & SW 139TH AVE., , , ,5/9/2008 12:00:00 AM,PHONE,5/9/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21337819,-122.81903,45.4864908,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR12A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,6c7eb2de-1b52-451c-950a-294f6a77147a,-13672153.9181,5698437.9018
236,10462285,UNCLASSIFIED,WINSTON DILLARD RURAL FIRE PROTECTION DISTRICT,541-679-8721,250 SOUTHEAST MAIN STREET, ,WINSTON,OR,97496, ,DOUGLAS,41019,LOC ON THE SE SIDE OF MAIN ST BETWEEN W DOUGLAS ST AND SE EDWARDS ST, , , ,3/11/2008 12:00:00 AM,PHONE,3/11/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,109782016,-123.4133194,43.1196935,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS,DOUG_FIR26A,00414,0,0,23,0,0,0,1,LOCAL, ,MOSTLY CAREER, , , ,Y, , ,bd152851-e958-4c8a-9c28-49364b80e0f9,-13738309.8387,5330208.6959
237,10462284,UNCLASSIFIED,SALEM FIRE DEPARTMENT STATION 3,503-588-6245,1884 LANSING AVENUE NORTHEAST, ,SALEM,OR,97301,1634,MARION,41047,LOCATED ON THE EAST SIDE OF LANSING AVENUE NORTHEAST BETWEEN MADISON STREET NORTHEAST AND SUNNYVIEW ROAD NORTHEAST., , , ,3/17/2008 12:00:00 AM,PHONE,3/17/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,21360327,-122.9974007,44.9527805,NAVTEQ,2007Q2,ONENTITY,NO,TGS,MARI_FIR16A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,8e2d704b-c250-483a-aded-e641f6a0ae63,-13692010.0356,5614091.2777
238,10462283,UNCLASSIFIED,ALBANY FIRE DEPARTMENT STATION 2,541-917-7700,120 34TH AVENUE SOUTHEAST, ,ALBANY,OR,97322,3824,LINN,41043,ON THE SOUTH SIDE OF 34TH AVENUE SOUTHEAST DIRECTLY ACROSS FROM LYON STREET SOUTH., , , ,3/11/2008 12:00:00 AM,PHONE,3/26/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86582492,-123.1000082,44.6097403,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LINN_FIR15A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,b8daea24-7c46-4948-9c82-447453ac0f8a,-13703432.2377,5560291.3871
239,10462282,UNCLASSIFIED,CHARLESTON RURAL FIRE PROTECTION DISTRICT - CROWN POINT STATION,541-888-3268,63081 CROWN POINT ROAD, ,COOS BAY,OR,97420,7614,COOS,41011,ON EAST SIDE OF CROWN POINT ROAD APPROX. 0.47 MILES SOUTH OF LIBBY DRIVE, , , ,3/17/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,109822109,-124.3066205,43.3349899,NAVTEQ,2007Q2,ONENTITY,NO,TGS,COOS_FIR07A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,9af523e6-c069-4a8e-8982-20870c22aec7,-13837751.6535,5363101.0041
240,10462270,UNCLASSIFIED,JOSEPH FIRE DEPARTMENT,541-432-3832,201 NORTH RUSSELL STREET, ,JOSEPH,OR,97846,8316,WALLOWA,41063,NW CORNER OF N RUSSELL ST AND W MCCULLY AVE, , , ,3/21/2008 12:00:00 AM,PHONE,3/21/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86451071,-117.2355603,45.3536957,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WALL_FIR01A,00181,0,0,18,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,261e697d-55b7-42ab-ae9a-4083f079e75f,-13050604.9889,5677377.1535
241,10462269,UNCLASSIFIED,MULTNOMAH COUNTY RURAL FIRE PROTECTION DISTRICT 14 STATION 61 - SPRINGDALE,541-422-7303,31727 EAST HISTORIC COLUMBIA RIVER HIGHWAY, ,TROUTDALE,OR,97060,9376,MULTNOMAH,41051,NORTH SIDE OF THE INTERSECTION OF HISTORIC COLUMBIA RIVER HWY AND SE WOODARD RD., , , ,3/11/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,124504964,-122.3361005,45.5192301,NAVTEQ,2007Q2,ONENTITY,NO,TGS,MULT_FIR45A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,f34bebb5-8a11-4be4-9ce8-d27665d3b633,-13618394.4648,5703637.8751
242,10462268,UNCLASSIFIED,HILLSBORO FIRE AND RESCUE - PARKWOOD STATION,503-681-6270,275 NORTHEAST 25TH AVENUE, ,HILLSBORO,OR,97124,6243,WASHINGTON,41067,WEST SIDE OF NE 25TH AVE AT THE INTERSECTION OF NE 25TH AVE AND NE PARKWOOD STREET., , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",21364220,-122.95685,45.52378,NAVTEQ,2007Q2,ONENTITY,YES,TGS,WASH_FIR26A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,196f5b3d-eb64-4291-ba27-3129a2e2282e,-13687495.9689,5704360.7613
243,10462266,UNCLASSIFIED,ASTORIA FIRE DEPARTMENT STATION 1,503-325-4237,555 30TH STREET, ,ASTORIA,OR,97103,2801,CLATSOP,41007,LOCATED ON THE SOUTHWEST SIDE OF 30TH STREET LESS THAN A TENTH OF A MILE NORTHWEST OF THE 30TH STREET AND MARINE DRIVE INTERSECTION., , , ,3/14/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86370693,-123.8115712,46.1909001,NAVTEQ,2007Q2,ONENTITY,YES,TGS,CLAT_POL01A,00013,0,0,52,0,0,0,2,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,18935dbf-3614-4bda-ae52-8923151e93d3,-13782643.0993,5810994.4622
244,10462265,UNCLASSIFIED,LANE COUNTY FIRE DISTRICT 1 STATION 18-3,541-935-2226,27980 SPENCER CREEK ROAD, ,EUGENE,OR,97405,9704,LANE,41039,"LOCATED ON THE SOUTH SIDE OF SPENCER CREEK ROAD, APPROX. 1588 FT WEST OF VILHAUER ROAD.", , , ,3/18/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,121275072,-123.2372512,43.9830408,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LANE_FIR77A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,0831de09-8127-4e06-ac88-2e33c8244545,-13718710.0377,5462818.5682
245,10462262,UNCLASSIFIED,IONE RURAL FIRE PROTECTION DISTRICT,541-422-7303,160 WEST MAIN STREET, ,IONE,OR,97843,5000,MORROW,41049,SOUTH SIDE OF W MAIN ST BETWEEN CHERRY ST AND A ST, , , ,5/9/2008 12:00:00 AM,PHONE,5/9/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86444098,-119.8262849,45.50114,NAVTEQ,2007Q2,ONENTITY, ,TGS,MORR_FIR03A,00171,0,0,24,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,c979a9e4-51ae-4ca1-a2ce-65b0fb1ff0d4,-13339003.1029,5700764.3152
246,10462261,UNCLASSIFIED,HILLSBORO FIRE AND RESCUE STATION 3,503-615-6615,4455 229TH AVENUE NORTHWEST, ,HILLSBORO,OR,97124,9441,WASHINGTON,41067,N CORNER OF NW 229TH AVE AND NW EVERGREEN PKY, , , ,3/13/2008 12:00:00 AM,PHONE,3/13/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,31343957,-122.9099849,45.5512617,NAVTEQ,2007Q2,ONENTITY,YES,TGS,WASH_FIR27A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,274cef83-cfd8-464a-9039-641976925092,-13682278.9686,5708728.3602
247,10462260,UNCLASSIFIED,MULTNOMAH COUNTY RURAL FIRE PROTECTION DISTRICT 14 STATION 62 - CORBETT,503-695-2272,36930 EAST HISTORIC COLUMBIA RIVER HIGHWAY, ,CORBETT,OR,97019,9731,MULTNOMAH,41051,SOUTHWEST SIDE OF THE INTERSECTION OF HISTORIC COLUMBIA RIVER HWY AND NE BENFIELD RD, , , ,3/11/2008 12:00:00 AM,PHONE,3/11/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,21298383,-122.2837305,45.5317909,NAVTEQ,2007Q2,ONENTITY,YES,TGS,MULT_FIR38B,00247,0,0,50,0,0,0,3,LOCAL, ,VOLUNTEER, , , ,Y, , ,031f34c1-5e66-4427-b55e-c17a0e8f7cad,-13612564.6646,5705633.7065
248,10462259,UNCLASSIFIED,CORVALLIS FIRE DEPARTMENT STATION 1,541-766-6961,400 NORTHWEST HARRISON BOULEVARD, ,CORVALLIS,OR,97330,4816,BENTON,41003,ON SOUTH SIDE OF NORTHWEST HARRISON BOULEVARD BETWEEN NORTHWEST 5TH STREET AND NORTHWEST 4TH STREET., , , ,3/11/2008 12:00:00 AM,PHONE,3/26/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86591088,-123.2611704,44.5674211,NAVTEQ,2007Q2,ONENTITY,YES,TGS,BENT_FIR08A,00076,0,0,105,0,0,0,6,LOCAL, ,MOSTLY CAREER, , , ,N, , ,788827b9-decf-4634-967f-cea6a06fd601,-13721372.7305,5553676.4078
249,10462258,UNCLASSIFIED,NORTH GILLIAM COUNTY RURAL FIRE PROTECTION DISTRICT,541-820-3605,1500 RAILROAD AVENUE, ,ARLINGTON,OR,97812, ,GILLIAM,41021,"LOC ON THE SOUTHWEST SIDE OF RAILROAD AVE, LESS THAN A TENTH OF A MILE NORTHWEST OF SHANE DR.", , , ,3/17/2008 12:00:00 AM,PHONE,3/17/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",87814972,-120.1935711,45.7115009,NAVTEQ,2007Q2,ONENTITY,YES,TGS,GILL_FIR02A,00458,0,0,15,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,N, , ,c47ba4c5-8d8d-4e6b-8e93-e5436f740f3c,-13379889.2164,5734237.4603
250,10462257,UNCLASSIFIED,YACHATS RURAL FIRE PROTECTION DISTRICT - NORTH STATION,541-547-3266,1395 SOUTHWEST CORONA COURT, ,WALDPORT,OR,97394,9067,LINCOLN,41041,LOCATED ON THE SOUTHEAST CORNER OF SOUTHWEST CORONA COURT AND SOUTHWEST CORONA PLACE., , , ,3/18/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86616488,-124.0797866,44.4180529,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS,LINC_FIR21A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,8274e426-06dc-4396-9938-fe9b8c457338,-13812500.643,5530366.87
251,10462256,UNCLASSIFIED,SAUVIE ISLAND VOLUNTEER RURAL FIRE PROTECTION DISTRICT 30J,503-621-1242,18342 NORTHWEST SAUVIE ISLAND ROAD, ,PORTLAND,OR,97231,1312,MULTNOMAH,41051,LOCATED ON THE EAST SIDE OF NORTHWEST SAUVIE ISLAND ROAD AND NORTHWEST BURLINGTON COURT., , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,21376529,-122.8347249,45.6565551,NAVTEQ,2007Q2,ONENTITY,YES,TGS,MULT_FIR34A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,13ca0801-dab6-4f77-af96-0552000e74a4,-13673901.0682,5725482.1734
252,10462255,UNCLASSIFIED,GRESHAM FIRE AND EMERGENCY SERVICES STATION 76,503-618-2355,7144 SOUTHEAST 302ND AVENUE, ,GRESHAM,OR,97080,8988,MULTNOMAH,41051,NORTHEAST SIDE OF THE INTERSECTION OF SE 302ND AVE AND SE DODGE PARK BLVD., , , ,3/12/2008 12:00:00 AM,PHONE,3/26/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,21347636,-122.3520804,45.4709012,NAVTEQ,2007Q2,ONENTITY,NO,TGS,MULT_FIR12A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,4525c2a7-bc29-4b7f-a409-7d7ee54618df,-13620173.3308,5695962.8736
253,10462253,UNCLASSIFIED,EUGENE FIRE STATION 1 - DOWNTOWN STATION,541-682-7100,1320 WILLAMETTE STREET, ,EUGENE,OR,97401,4050,LANE,41039,"LOCATED ON THE WEST SIDE OF WILLAMETTE STREET, BETWEEN WEST 13TH AVENUE AND EAST 14TH AVENUE.", , , ,3/18/2008 12:00:00 AM,PHONE,3/18/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,37687873,-123.0931826,44.0451816,NAVTEQ,2007Q2,ONENTITY,YES,TGS,LANE_FIR43A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,8d017146-816a-4d25-a8ec-38ba3a75755a,-13702672.3981,5472437.298
254,10462251,UNCLASSIFIED,CORNELIUS FIRE DEPARTMENT STATION 8,503-357-3840,1311 NORTH BARLOW STREET, ,CORNELIUS,OR,97113,8912,WASHINGTON,41067,EAST SIDE OF N 13TH AVE AT THE INTERSECTION OF N 13TH AVE & N BARLOW ST., , , ,5/9/2008 12:00:00 AM,PHONE,5/14/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",21365891,-123.0555122,45.5216059,NAVTEQ,2007Q2,ONENTITY,YES,TGS,WASH_FIR02A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,87c30101-4e16-4214-9a1e-bd86f8823136,-13698478.9974,5704015.32
255,10462248,UNCLASSIFIED,MONITOR RURAL FIRE PROTECTION DISTRICT STATION 58,503-982-2340,15240 WOODBURN-MONITOR ROAD NORTHEAST, ,WOODBURN,OR,97071,8530,MARION,41047,LOCATED ON THE SOUTHWEST CORNER OF WOODBURN-MONITOR ROAD NORTHEAST AND MERIDIAN ROAD NORTHEAST., , , ,3/24/2008 12:00:00 AM,PHONE,3/20/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,31351678,-122.7489276,45.1011871,NAVTEQ,2007Q2,ONENTITY,NO,TGS,MARI_FIR41A,00234,0,0,32,0,0,0,2,LOCAL, ,VOLUNTEER, , , ,Y, , ,49942927-2f8e-4944-9eca-e364f92a5887,-13664350.1394,5637465.891
256,10462247,UNCLASSIFIED,COQUILLE FIRE DEPARTMENT STATION 2,541-396-2232,54390 ARAGO-FISHTRAP ROAD, ,MYRTLE POINT,OR,97458,9779,COOS,41011,ON WEST SIDE OF ARAGO-FISHTRAP ROAD LESS THAN A TENTH OF A MILE SOUTH OF ARAGO CROSS ROAD., , , ,3/18/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,87805740,-124.1965907,43.1032606,NAVTEQ,2007Q2,ONENTITY,NO,TGS,COOS_FIR19A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,0429ca32-6059-4c9a-b1f0-f0d7825a7299,-13825503.1845,5327702.8837
257,10462246,UNCLASSIFIED,CANYONVILLE-SOUTH UMPQUA FIRE DEPARTMENT,541-839-6044,400 NORTH MAIN STREET, ,CANYONVILLE,OR,97417, ,DOUGLAS,41019,LOCATED ON THE WEST SIDE OF MAIN STREET BETWEEN NW PHILLIPS ST AND NW ENGEN ST, , , ,5/12/2008 12:00:00 AM,PHONE,5/30/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,119679298,-123.2816158,42.9319477,NAVTEQ,2007Q2,ONENTITY,YES,TGS,DOUG_FIR37A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,0fae8cb4-3bb1-49b6-bb07-67e7fde4f8d2,-13723648.6585,5301619.825
258,10462245,UNCLASSIFIED,CASCADE LOCKS FIRE AND EMERGENCY MEDICAL SERVICES,541-374-8510,505 WA-NA-PA STREET, ,CASCADE LOCKS,OR,97014, ,HOOD RIVER,41027,"LOC ON THE NORTHWEST SIDE OF WA NA PA ST, BETWEEN SW REGULATOR ST AND SE VENTURE ST.", , , ,3/13/2008 12:00:00 AM,PHONE,4/18/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,87476923,-121.8962031,45.66522,NAVTEQ,2007Q2,ONENTITY,YES,TGS,HOOD_FIR06A,00549,0,0,27,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,a370ec3a-6827-4536-aa86-e3147afd6772,-13569425.3207,5726862.3142
259,10462243,UNCLASSIFIED,GRESHAM FIRE AND EMERGENCY SERVICES STATION 73,503-618-2355,2301 SOUTHWEST PLEASANT VIEW DRIVE, ,GRESHAM,OR,97080,5444,MULTNOMAH,41051,SOUTHWEST SIDE OF THE INTERSECTION OF SW PLEASANT VIEW DR AND SW HARTLEY AVE, , , ,3/12/2008 12:00:00 AM,PHONE,3/26/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,21335273,-122.4679899,45.4796409,NAVTEQ,2007Q2,ONENTITY,NO,TGS,MULT_FIR02A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,1c0a781b-7378-4d56-8a8a-60e45dd0e471,-13633076.3193,5697350.3136
260,10462232,UNCLASSIFIED,BEND FIRE DEPARTMENT STATION 303 - SOUTH FIRE STATION,541-322-6300,61080 COUNTRY CLUB DRIVE, ,BEND,OR,97702,3009,DESCHUTES,41017,LESS THAN A TENTH OF A MILE SOUTH OF FAIRWAY DRIVE AND COUNTRY CLUB DRIVE INTERSECTION ON EAST SIDE OF COUNTRY CLUB DRIVE., , , ,3/11/2008 12:00:00 AM,PHONE,4/2/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,89852773,-121.3033162,44.0171601,NAVTEQ,2007Q2,ONENTITY,NO,TGS,DESC_FIR02A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,4281c780-e371-4e70-854b-291cc8e1612a,-13503425.4088,5468098.652
261,10462231,UNCLASSIFIED,YAMHILL FIRE PROTECTION DISTRICT,503-662-4653,275 SOUTH OLIVE STREET, ,YAMHILL,OR,97148, ,YAMHILL,41071,NE CORNER OF INTERSECTION OF W 2ND ST AND S OLIVE ST., , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86471095,-123.1889702,45.3401901,NAVTEQ,2007Q2,ONENTITY,YES,TGS,YAMH_FIR09A,00419,0,0,35,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,550898ec-6615-4761-a07a-eba13058beab,-13713335.4621,5675237.8452
262,10462229,UNCLASSIFIED,LAFAYETTE FIRE DEPARTMENT,503-864-2451,486 3RD STREET, ,LAFAYETTE,OR,97127,9800,YAMHILL,41071,N CORNER OF INTERSECTION OF 3RD ST AND MARKET ST., , , ,5/12/2008 12:00:00 AM,PHONE,5/14/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,109791238,-123.1132327,45.2439312,NAVTEQ,2007Q2,ONENTITY,YES,TGS,YAMH_FIR08A,00190,0,0,24,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,a6bc5692-3a26-45b7-9efe-940548a454a2,-13704904.4047,5660006.0133
263,10462228,UNCLASSIFIED,DEE RURAL FIRE PROTECTION DISTRICT,541-354-1820,5235 LOST LAKE ROAD, ,HOOD RIVER,OR,97031,7456,HOOD RIVER,41027,LOCATED ON THE EAST SIDE OF LOST LAKE ROAD .20 MILES NORTH OF THE INTERSECTION OF CARSON HILL ROAD AND LOST LAKE ROAD., , , ,5/20/2008 12:00:00 AM,PHONE,5/20/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",119703748,-121.6401406,45.5742002,NAVTEQ,2007Q2,ONENTITY,YES,TGS,HOOD_FIR08A,00091,0,0,20,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,N, , ,cac41b90-507c-46db-b2a5-e64657e4e4f3,-13540920.5678,5712375.5799
264,10462223,UNCLASSIFIED,CARLTON FIRE DEPARTMENT,503-852-6233,209 NORTH KUTCH STREET, ,CARLTON,OR,97111, ,YAMHILL,41071,NW CORNER OF INTERSECTION OF W MAIN ST AND N KUTCH ST., , , ,5/12/2008 12:00:00 AM,PHONE,5/29/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,119685706,-123.1787895,45.2946295,NAVTEQ,2007Q2,ONENTITY,YES,TGS,YAMH_FIR04A,00048,0,0,17,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,fd4cebe8-7108-416e-b32b-fa2217f1dc7b,-13712202.154,5668025.1976
265,10462222,UNCLASSIFIED,SHERIDAN FIRE DISTRICT,503-843-2467,230 SOUTHWEST MILL STREET, ,SHERIDAN,OR,97378,1729,YAMHILL,41071,S SIDE OF SW MILL STREET .1 MILES W OF S BRIDGE ST, , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,92582336,-123.3971605,45.0967097,NAVTEQ,2007Q2,ONENTITY,YES,TGS,YAMH_FIR03A,00336,0,0,56,0,0,0,3,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,b3b7aafa-80d4-400b-ad6f-2b0bf0fd8127,-13736511.0946,5636759.7795
266,10462221,UNCLASSIFIED,AMITY FIRE DISTRICT,503-835-2311,401 TRADE STREET, ,AMITY,OR,97101, ,YAMHILL,41071,SOUTHEAST CORNER OF THE INTERSECTION OF MADDOX AVE AND S TRADE STREET, , , ,3/13/2008 12:00:00 AM,PHONE,3/13/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,112407449,-123.2058088,45.1165726,NAVTEQ,2007Q2,ONENTITY,YES,TGS,YAMH_FIR01A,00008,0,0,44,0,0,0,2,LOCAL, ,VOLUNTEER, , , ,Y, , ,1d8c18da-a42f-4154-959d-60d41399e3e4,-13715209.914,5639892.6294
267,10462220,UNCLASSIFIED,EUGENE FIRE STATION 2 - WHITEAKER STATION,541-682-7100,1725 WEST 2ND AVENUE, ,EUGENE,OR,97402,4177,LANE,41039,"LOCATED ON THE NORTH SIDE OF WEST 2ND AVENUE, BETWEEN GARFIELD STREET AND CHAMBERS STREET.", , , ,3/18/2008 12:00:00 AM,PHONE,3/18/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,37692538,-123.1198654,44.0580499,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LANE_FIR35A,00110,0,0,205,0,0,0,11,LOCAL, ,CAREER, , , ,Y, , ,4eba37d6-8a6d-4e6b-816b-ba465964d70b,-13705642.717,5474430.4285
268,10462219,UNCLASSIFIED,SALEM FIRE DEPARTMENT STATION 2,503-588-6245,875 MADISON STREET NORTHEAST, ,SALEM,OR,97301,7174,MARION,41047,LOCATED ON THE NORTHWEST CORNER OF SUMMER STREET NORTHEAST AND MADISON STREET NORTHEAST., , , ,3/26/2008 12:00:00 AM,PHONE,3/17/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,21370644,-123.0225816,44.9548517,NAVTEQ,2007Q2,ONENTITY,NO,TGS,MARI_FIR17A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,c5d286e0-b809-47ed-aa31-74fcbca105de,-13694813.1587,5614417.075
269,10462217,UNCLASSIFIED,KEIZER FIRE DISTRICT,503-390-9111,661 CHEMAWA ROAD NORTHEAST, ,KEIZER,OR,97303,4436,MARION,41047,ON THE NORTHEAST CORNER OF CHEMAWA RD NE AND FIRE FIGHTER LN NE, , , ,5/9/2008 12:00:00 AM,PHONE,5/29/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,21369223,-123.02423,44.9973105,NAVTEQ,2007Q2,ONENTITY,YES,TGS,MARI_FIR44A,00186,0,0,84,0,0,0,1,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,88f78475-5768-4678-86fe-55035f005131,-13694996.6554,5621098.5478
270,10462216,UNCLASSIFIED,JUNIPER FLAT RURAL FIRE PROTECTION DISTRICT,541-328-6333,80501 STATE HIGHWAY 216, ,MAUPIN,OR,97037, ,WASCO,41065,SE CORNER OF OR-216 AND RESERVATION RD., , , ,3/21/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,87488954,-121.2555897,45.1274408,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASC_FIR03A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,5f4503c2-47aa-4484-800b-2dc7a75a40fc,-13498112.5536,5641607.2937
